wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,p_h,sulphates,alcohol,quality,region
641,99,0.54,0.45,23,0.071,16,40,0.9991,339,0.62,94,4.5600000000000005,Spain
642,95,0.59,0.44,23,0.071,21,68,0.9992,346,0.63,95,5.13,Italy
643,99,0.54,0.45,23,0.071,16,40,0.9991,339,0.62,94,5.59,France
644,95,0.59,0.44,23,0.071,21,68,0.9992,346,0.63,95,5.11,Australia
645,99,0.54,0.45,23,0.071,16,40,0.9991,339,0.62,94,5.25,Italy
646,78,0.64,0.1,6,0.115,5,11,0.9984,337,0.69,101,7.1000000000000005,USA
647,73,0.67,0.05,36,0.107,6,20,0.9972,34,0.63,101,5.42,Spain
648,83,0.845,0.01,22,0.07,5,14,0.9967,332,0.58,11,4.38,Italy
649,87,0.48,0.3,28,0.066,10,28,0.9964,333,0.67,112,7.069999999999999,Spain
650,67,0.42,0.27,86,0.068,24,148,0.9948,316,0.57,113,5.91,Spain
651,107,0.43,0.39,22,0.106,8,32,0.9986,289,0.5,96,4.54,Australia
652,98,0.88,0.25,25,0.104,35,155,1.001,341,0.67,112,5.7299999999999995,Spain
653,159,0.36,0.65,75,0.096,22,71,0.9976,298,0.84,149,5.22,Italy
654,94,0.33,0.59,28,0.079,9,30,0.9976,312,0.54,12,5.8,Italy
655,86,0.47,0.47,24,0.074,7,29,0.9979,308,0.46,95,5.71,Spain
656,97,0.55,0.17,29,0.087,20,53,1.0004,314,0.61,94,4.61,France
657,107,0.43,0.39,22,0.106,8,32,0.9986,289,0.5,96,5.26,Australia
658,12,0.5,0.59,14,0.073,23,42,0.998,292,0.68,105,6.89,Australia
659,72,0.52,0.07,14,0.074,5,20,0.9973,332,0.81,96,5.98,Australia
660,71,0.84,0.02,44,0.096,5,13,0.997,341,0.57,11,3.1100000000000003,Italy
661,72,0.52,0.07,14,0.074,5,20,0.9973,332,0.81,96,5.68,France
662,75,0.42,0.31,16,0.08,15,42,0.9978,331,0.64,9,4.6,USA
663,72,0.57,0.06,16,0.076,9,27,0.9972,336,0.7,96,5.5600000000000005,Spain
664,101,0.28,0.46,18,0.05,5,13,0.9974,304,0.79,102,5.609999999999999,France
665,121,0.4,0.52,2,0.092,15,54,1,303,0.66,102,5,USA
666,94,0.59,0.14,2,0.084,25,48,0.9981,314,0.56,97,5.590000000000001,Spain
667,83,0.49,0.36,18,0.222,6,16,0.998,318,0.6,95,6.199999999999999,Australia
668,113,0.34,0.45,2,0.082,6,15,0.9988,294,0.66,92,6.1000000000000005,Spain
669,10,0.73,0.43,23,0.059,15,31,0.9966,315,0.57,11,5.75,France
670,113,0.34,0.45,2,0.082,6,15,0.9988,294,0.66,92,5.91,USA
671,69,0.4,0.24,25,0.083,30,45,0.9959,326,0.58,10,4.79,Australia
672,82,0.73,0.21,17,0.074,5,13,0.9968,32,0.52,95,5.26,Spain
673,98,1.24,0.34,2,0.079,32,151,0.998,315,0.53,95,5.07,France
674,82,0.73,0.21,17,0.074,5,13,0.9968,32,0.52,95,5.54,Italy
675,108,0.4,0.41,22,0.084,7,17,0.9984,308,0.67,93,6.340000000000001,Australia
676,93,0.41,0.39,22,0.064,12,31,0.9984,326,0.65,102,5.26,France
677,108,0.4,0.41,22,0.084,7,17,0.9984,308,0.67,93,5.37,USA
678,86,0.8,0.11,23,0.084,12,31,0.9979,34,0.48,99,4.8500000000000005,Spain
679,83,0.78,0.1,26,0.081,45,87,0.9983,348,0.53,10,4.65,Australia
680,108,0.26,0.45,33,0.06,20,49,0.9972,313,0.54,96,5.55,Italy
681,133,0.43,0.58,19,0.07,15,40,1.0004,306,0.49,9,5.09,USA
682,8,0.45,0.23,22,0.094,16,29,0.9962,321,0.49,102,6.86,France
683,85,0.46,0.31,225,0.078,32,58,0.998,333,0.54,98,4.45,Italy
684,81,0.78,0.23,26,0.059,5,15,0.997,337,0.56,113,5.0200000000000005,Australia
685,98,0.98,0.32,23,0.078,35,152,0.998,325,0.48,94,5.39,Italy
686,81,0.78,0.23,26,0.059,5,15,0.997,337,0.56,113,5.37,Australia
687,71,0.65,0.18,18,0.07,13,40,0.997,344,0.6,91,5.2,Spain
688,91,0.64,0.23,31,0.095,13,38,0.9998,328,0.59,97,4.6000000000000005,France
689,77,0.66,0.04,16,0.039,4,9,0.9962,34,0.47,94,4.7700000000000005,Spain
690,81,0.38,0.48,18,0.157,5,17,0.9976,33,1.05,94,5.71,Spain
691,74,1.185,0,425,0.097,5,14,0.9966,363,0.54,107,2.12,Spain
692,92,0.92,0.24,26,0.087,12,93,0.9998,348,0.54,98,4.569999999999999,France
693,86,0.49,0.51,2,0.422,16,62,0.9979,303,1.17,9,5.03,Italy
694,9,0.48,0.32,28,0.084,21,122,0.9984,332,0.62,94,5.23,Spain
695,9,0.47,0.31,27,0.084,24,125,0.9984,331,0.61,94,4.239999999999999,USA
696,51,0.47,0.02,13,0.034,18,44,0.9921,39,0.62,128,5.42,Italy
697,7,0.65,0.02,21,0.066,8,25,0.9972,347,0.67,95,6.119999999999999,France
698,7,0.65,0.02,21,0.066,8,25,0.9972,347,0.67,95,6.33,Italy
699,94,0.615,0.28,32,0.087,18,72,1.0001,331,0.53,97,5.04,Italy
700,118,0.38,0.55,21,0.071,5,19,0.9986,311,0.62,108,6.140000000000001,Spain
701,106,1.02,0.43,29,0.076,26,88,0.9984,308,0.57,101,6.62,USA
702,7,0.65,0.02,21,0.066,8,25,0.9972,347,0.67,95,6.05,Australia
703,7,0.64,0.02,21,0.067,9,23,0.997,347,0.67,94,5.739999999999999,France
704,75,0.38,0.48,26,0.073,22,84,0.9972,332,0.7,96,4.8100000000000005,USA
705,91,0.765,0.04,16,0.078,4,14,0.998,329,0.54,97,4.21,Spain
706,84,1.035,0.15,6,0.073,11,54,0.999,337,0.49,99,5.140000000000001,Italy
707,7,0.78,0.08,2,0.093,10,19,0.9956,34,0.47,10,4.99,USA
708,74,0.49,0.19,3,0.077,16,37,0.9966,337,0.51,105,5.17,Spain
709,78,0.545,0.12,25,0.068,11,35,0.996,334,0.61,116,6.04,Spain
710,97,0.31,0.47,16,0.062,13,33,0.9983,327,0.66,10,6.050000000000001,Spain
711,106,1.025,0.43,28,0.08,21,84,0.9985,306,0.57,101,4.99,Australia
712,89,0.565,0.34,3,0.093,16,112,0.9998,338,0.61,95,4.94,Italy
713,87,0.69,0,32,0.084,13,33,0.9992,336,0.45,94,5.51,France
714,8,0.43,0.36,23,0.075,10,48,0.9976,334,0.46,94,5.44,Australia
715,99,0.74,0.28,26,0.078,21,77,0.998,328,0.51,98,5.46,Italy
716,72,0.49,0.18,27,0.069,13,34,0.9967,329,0.48,92,5.75,Italy
717,8,0.43,0.36,23,0.075,10,48,0.9976,334,0.46,94,5.37,Spain
718,76,0.46,0.11,26,0.079,12,49,0.9968,321,0.57,10,4.88,Australia
719,84,0.56,0.04,2,0.082,10,22,0.9976,322,0.44,96,5.07,Spain
720,71,0.66,0,39,0.086,17,45,0.9976,346,0.54,95,5.14,Spain
721,84,0.56,0.04,2,0.082,10,22,0.9976,322,0.44,96,4.1499999999999995,Italy
722,89,0.48,0.24,285,0.094,35,106,0.9982,31,0.53,92,5.02,Italy
723,76,0.42,0.08,27,0.084,15,48,0.9968,321,0.59,10,4.8,USA
724,71,0.31,0.3,22,0.053,36,127,0.9965,294,1.62,95,4.67,Spain
725,75,1.115,0.1,31,0.086,5,12,0.9958,354,0.6,112,4.53,France
726,9,0.66,0.17,3,0.077,5,13,0.9976,329,0.55,104,5.62,Spain
727,81,0.72,0.09,28,0.084,18,49,0.9994,343,0.72,111,6.48,USA
728,64,0.57,0.02,18,0.067,4,11,0.997,346,0.68,95,5.61,France
729,64,0.57,0.02,18,0.067,4,11,0.997,346,0.68,95,5,Italy
730,64,0.865,0.03,32,0.071,27,58,0.995,361,0.49,127,5.75,Australia
731,95,0.55,0.66,23,0.387,12,37,0.9982,317,0.67,96,4.44,Spain
732,89,0.875,0.13,345,0.088,4,14,0.9994,344,0.52,115,4.9399999999999995,Australia
733,73,0.835,0.03,21,0.092,10,19,0.9966,339,0.47,96,4.72,Italy
734,7,0.45,0.34,27,0.082,16,72,0.998,355,0.6,95,4.8999999999999995,USA
735,77,0.56,0.2,2,0.075,9,39,0.9987,348,0.62,93,4.2700000000000005,USA
736,77,0.965,0.1,21,0.112,11,22,0.9963,326,0.5,95,5.489999999999999,France
737,77,0.965,0.1,21,0.112,11,22,0.9963,326,0.5,95,5.23,France
738,82,0.59,0,25,0.093,19,58,1.0002,35,0.65,93,5.54,Italy
739,9,0.46,0.23,28,0.092,28,104,0.9983,31,0.56,92,4.97,Australia
740,9,0.69,0,24,0.088,19,38,0.999,335,0.6,93,4.470000000000001,Australia
741,83,0.76,0.29,42,0.075,12,16,0.9965,345,0.68,115,6.29,Australia
742,92,0.53,0.24,26,0.078,28,139,0.99788,321,0.57,95,4.5600000000000005,Australia
743,65,0.615,0,19,0.065,9,18,0.9972,346,0.65,92,5.13,USA
744,116,0.41,0.58,28,0.096,25,101,1.00024,313,0.53,10,5.59,Australia
745,111,0.39,0.54,27,0.095,21,101,1.0001,313,0.51,95,5.11,Australia
746,73,0.51,0.18,21,0.07,12,28,0.99768,352,0.73,95,6.25,Australia
747,82,0.34,0.38,25,0.08,12,57,0.9978,33,0.47,9,6.1000000000000005,Australia
748,86,0.33,0.4,26,0.083,16,68,0.99782,33,0.48,94,5.42,Australia
749,72,0.5,0.18,21,0.071,12,31,0.99761,352,0.72,96,6.38,Italy
750,73,0.51,0.18,21,0.07,12,28,0.99768,352,0.73,95,6.069999999999999,France
751,83,0.65,0.1,29,0.089,17,40,0.99803,329,0.55,95,4.91,Italy
752,83,0.65,0.1,29,0.089,17,40,0.99803,329,0.55,95,4.54,France
753,76,0.54,0.13,25,0.097,24,66,0.99785,339,0.61,94,5.7299999999999995,France
754,83,0.65,0.1,29,0.089,17,40,0.99803,329,0.55,95,5.22,USA
755,78,0.48,0.68,17,0.415,14,32,0.99656,309,1.06,91,5.8,Australia
756,78,0.91,0.07,19,0.058,22,47,0.99525,351,0.43,107,6.71,Italy
757,63,0.98,0.01,2,0.057,15,33,0.99488,36,0.46,112,5.61,Italy
758,81,0.87,0,22,0.084,10,31,0.99656,325,0.5,98,5.26,Italy
759,81,0.87,0,22,0.084,10,31,0.99656,325,0.5,98,4.89,Italy
760,88,0.42,0.21,25,0.092,33,88,0.99823,319,0.52,92,4.98,Spain
761,9,0.58,0.25,28,0.075,9,104,0.99779,323,0.57,97,4.11,France
762,93,0.655,0.26,2,0.096,5,35,0.99738,325,0.42,96,4.68,Italy
763,88,0.7,0,17,0.069,8,19,0.99701,331,0.53,10,5.6,France
764,93,0.655,0.26,2,0.096,5,35,0.99738,325,0.42,96,4.5600000000000005,Italy
765,91,0.68,0.11,28,0.093,11,44,0.99888,331,0.55,95,5.609999999999999,Italy
766,92,0.67,0.1,3,0.091,12,48,0.99888,331,0.54,95,6,Australia
767,88,0.59,0.18,29,0.089,12,74,0.99738,314,0.54,94,5.590000000000001,Italy
768,75,0.6,0.32,27,0.103,13,98,0.99938,345,0.62,95,5.199999999999999,France
769,71,0.59,0.02,23,0.082,24,94,0.99744,355,0.53,97,6.1000000000000005,Italy
770,79,0.72,0.01,19,0.076,7,32,0.99668,339,0.54,96,5.75,Australia
771,71,0.59,0.02,23,0.082,24,94,0.99744,355,0.53,97,5.91,Spain
772,94,0.685,0.26,24,0.082,23,143,0.9978,328,0.55,94,4.79,Italy
773,95,0.57,0.27,23,0.082,23,144,0.99782,327,0.55,94,5.26,USA
774,79,0.4,0.29,18,0.157,1,44,0.9973,33,0.92,95,6.07,Spain
775,79,0.4,0.3,18,0.157,2,45,0.99727,331,0.91,95,6.54,France
776,72,1,0,3,0.102,7,16,0.99586,343,0.46,10,5.340000000000001,France
777,69,0.765,0.18,24,0.243,55,48,0.99612,34,0.6,103,6.26,Spain
778,69,0.635,0.17,24,0.241,6,18,0.9961,34,0.59,103,5.37,USA
779,83,0.43,0.3,34,0.079,7,34,0.99788,336,0.61,105,4.8500000000000005,USA
780,71,0.52,0.03,26,0.076,21,92,0.99745,35,0.6,98,4.65,France
781,7,0.57,0,2,0.19,12,45,0.99676,331,0.6,94,6.55,France
782,65,0.46,0.14,24,0.114,9,37,0.99732,366,0.65,98,5.09,Australia
783,9,0.82,0.05,24,0.081,26,96,0.99814,336,0.53,10,5.86,Australia
784,65,0.46,0.14,24,0.114,9,37,0.99732,366,0.65,98,4.45,Italy
785,71,0.59,0.01,25,0.077,20,85,0.99746,355,0.59,98,5.0200000000000005,USA
786,99,0.35,0.41,23,0.083,11,61,0.9982,321,0.5,95,5.39,Italy
787,99,0.35,0.41,23,0.083,11,61,0.9982,321,0.5,95,5.37,France
788,10,0.56,0.24,22,0.079,19,58,0.9991,318,0.56,101,6.2,USA
789,10,0.56,0.24,22,0.079,19,58,0.9991,318,0.56,101,5.6000000000000005,USA
790,86,0.63,0.17,29,0.099,21,119,0.998,309,0.52,93,4.7700000000000005,Australia
791,74,0.37,0.43,26,0.082,18,82,0.99708,333,0.68,97,6.71,USA
792,88,0.64,0.17,29,0.084,25,130,0.99818,323,0.54,96,4.12,Spain
793,71,0.61,0.02,25,0.081,17,87,0.99745,348,0.6,97,5.569999999999999,Australia
794,77,0.6,0,26,0.055,7,13,0.99639,338,0.56,108,5.03,USA
795,101,0.27,0.54,23,0.065,7,26,0.99531,317,0.53,125,6.23,Italy
796,108,0.89,0.3,26,0.132,7,60,0.99786,299,1.18,102,4.239999999999999,Australia
797,87,0.46,0.31,25,0.126,24,64,0.99746,31,0.74,96,4.42,Australia
798,93,0.37,0.44,16,0.038,21,42,0.99526,324,0.81,108,7.119999999999999,Italy
799,94,0.5,0.34,36,0.082,5,14,0.9987,329,0.52,107,6.33,Australia
800,94,0.5,0.34,36,0.082,5,14,0.9987,329,0.52,107,6.04,Italy
801,72,0.61,0.08,4,0.082,26,108,0.99641,325,0.51,94,5.140000000000001,Australia
802,86,0.55,0.09,33,0.068,8,17,0.99735,323,0.44,10,5.62,Italy
803,51,0.585,0,17,0.044,14,86,0.99264,356,0.94,129,7.05,USA
804,77,0.56,0.08,25,0.114,14,46,0.9971,324,0.66,96,5.739999999999999,France
805,84,0.52,0.22,27,0.084,4,18,0.99682,326,0.57,99,6.8100000000000005,USA
806,82,0.28,0.4,24,0.052,4,10,0.99356,333,0.7,128,7.21,Australia
807,84,0.25,0.39,2,0.041,4,10,0.99386,327,0.71,125,7.140000000000001,Australia
808,82,0.28,0.4,24,0.052,4,10,0.99356,333,0.7,128,6.99,USA
809,74,0.53,0.12,19,0.165,4,12,0.99702,326,0.86,92,5.17,France
810,76,0.48,0.31,28,0.07,4,15,0.99693,322,0.55,103,6.04,Spain
811,73,0.49,0.1,26,0.068,4,14,0.99562,33,0.47,105,5.050000000000001,France
812,129,0.5,0.55,28,0.072,7,24,1.00012,309,0.68,109,5.99,Spain
813,108,0.45,0.33,25,0.099,20,38,0.99818,324,0.71,108,4.94,USA
814,69,0.39,0.24,21,0.102,4,7,0.99462,344,0.58,114,4.51,Italy
815,126,0.41,0.54,28,0.103,19,41,0.99939,321,0.76,113,6.44,USA
816,108,0.45,0.33,25,0.099,20,38,0.99818,324,0.71,108,5.46,Spain
817,98,0.51,0.19,32,0.081,8,30,0.9984,323,0.58,105,5.75,France
818,108,0.29,0.42,16,0.084,19,27,0.99545,328,0.73,119,6.37,France
819,71,0.715,0,235,0.071,21,47,0.99632,329,0.45,94,4.88,France
820,91,0.66,0.15,32,0.097,9,59,0.99976,328,0.54,96,5.07,USA
821,7,0.685,0,19,0.099,9,22,0.99606,334,0.6,97,5.14,Australia
822,49,0.42,0,21,0.048,16,42,0.99154,371,0.74,14,6.1499999999999995,Australia
823,67,0.54,0.13,2,0.076,15,36,0.9973,361,0.64,98,5.02,USA
824,67,0.54,0.13,2,0.076,15,36,0.9973,361,0.64,98,4.8,Italy
825,71,0.48,0.28,28,0.068,6,16,0.99682,324,0.53,103,4.67,France
826,71,0.46,0.14,28,0.076,15,37,0.99624,336,0.49,107,5.53,Spain
827,75,0.27,0.34,23,0.05,4,8,0.9951,34,0.64,11,7.62,Australia
828,71,0.46,0.14,28,0.076,15,37,0.99624,336,0.49,107,5.48,France
829,78,0.57,0.09,23,0.065,34,45,0.99417,346,0.74,127,8.61,Australia
830,59,0.61,0.08,21,0.071,16,24,0.99376,356,0.77,111,6,Spain
831,75,0.685,0.07,25,0.058,5,9,0.99632,338,0.55,109,3.75,Spain
832,59,0.61,0.08,21,0.071,16,24,0.99376,356,0.77,111,5.44,France
833,104,0.44,0.42,15,0.145,34,48,0.99832,338,0.86,99,2.94,Australia
834,116,0.47,0.44,16,0.147,36,51,0.99836,338,0.86,99,3.7199999999999998,USA
835,88,0.685,0.26,16,0.088,16,23,0.99694,332,0.47,94,4.8999999999999995,Australia
836,76,0.665,0.1,15,0.066,27,55,0.99655,339,0.51,93,4.2700000000000005,France
837,67,0.28,0.28,24,0.012,36,100,0.99064,326,0.39,117,7.489999999999999,France
838,67,0.28,0.28,24,0.012,36,100,0.99064,326,0.39,117,7.23,Italy
839,101,0.31,0.35,16,0.075,9,28,0.99672,324,0.83,112,6.54,Australia
840,6,0.5,0.04,22,0.092,13,26,0.99647,346,0.47,10,4.97,Australia
841,111,0.42,0.47,265,0.085,9,34,0.99736,324,0.77,121,6.470000000000001,Italy
842,66,0.66,0,3,0.115,21,31,0.99629,345,0.63,103,5.29,Spain
843,106,0.5,0.45,26,0.119,34,68,0.99708,323,0.72,109,5.5600000000000005,USA
844,71,0.685,0.35,2,0.088,9,92,0.9963,328,0.62,94,5.13,Australia
845,99,0.25,0.46,17,0.062,26,42,0.9959,318,0.83,106,6.59,Italy
846,64,0.64,0.21,18,0.081,14,31,0.99689,359,0.66,98,5.11,Italy
847,64,0.64,0.21,18,0.081,14,31,0.99689,359,0.66,98,5.25,Italy
848,74,0.68,0.16,18,0.078,12,39,0.9977,35,0.7,99,6.1000000000000005,USA
849,64,0.64,0.21,18,0.081,14,31,0.99689,359,0.66,98,5.42,Australia
850,64,0.63,0.21,16,0.08,12,32,0.99689,358,0.66,98,5.38,Spain
851,93,0.43,0.44,19,0.085,9,22,0.99708,328,0.55,95,5.069999999999999,France
852,93,0.43,0.44,19,0.085,9,22,0.99708,328,0.55,95,4.91,USA
853,8,0.42,0.32,25,0.08,26,122,0.99801,322,1.07,97,4.54,France
854,93,0.36,0.39,15,0.08,41,55,0.99652,347,0.73,109,6.7299999999999995,USA
855,93,0.36,0.39,15,0.08,41,55,0.99652,347,0.73,109,6.22,France
856,76,0.735,0.02,25,0.071,10,14,0.99538,351,0.71,117,6.8,Italy
857,93,0.36,0.39,15,0.08,41,55,0.99652,347,0.73,109,6.71,Spain
858,82,0.26,0.34,25,0.073,16,47,0.99594,34,0.78,113,6.61,Spain
859,117,0.28,0.47,17,0.054,17,32,0.99686,315,0.67,106,7.26,France
860,68,0.56,0.22,18,0.074,15,24,0.99438,34,0.82,112,5.89,USA
861,72,0.62,0.06,27,0.077,15,85,0.99746,351,0.54,95,4.98,Italy
862,58,1.01,0.66,2,0.039,15,88,0.99357,366,0.6,115,5.11,Spain
863,75,0.42,0.32,27,0.067,7,25,0.99628,324,0.44,104,4.68,France
864,72,0.62,0.06,25,0.078,17,84,0.99746,351,0.53,97,4.6,France
865,72,0.62,0.06,27,0.077,15,85,0.99746,351,0.54,95,4.5600000000000005,USA
866,72,0.635,0.07,26,0.077,16,86,0.99748,351,0.54,97,4.609999999999999,Spain
867,68,0.49,0.22,23,0.071,13,24,0.99438,341,0.83,113,6,Spain
868,69,0.51,0.23,2,0.072,13,22,0.99438,34,0.84,112,6.590000000000001,USA
869,68,0.56,0.22,18,0.074,15,24,0.99438,34,0.82,112,6.199999999999999,France
870,76,0.63,0.03,2,0.08,27,43,0.99578,344,0.64,109,6.1000000000000005,Australia
871,77,0.715,0.01,21,0.064,31,43,0.99371,341,0.57,118,6.75,France
872,69,0.56,0.03,15,0.086,36,46,0.99522,353,0.57,106,4.91,Australia
873,73,0.35,0.24,2,0.067,28,48,0.99576,343,0.54,10,3.79,USA
874,91,0.21,0.37,16,0.067,6,10,0.99552,323,0.58,111,7.26,Spain
875,104,0.38,0.46,21,0.104,6,10,0.99664,312,0.65,118,7.07,France
876,88,0.31,0.4,28,0.109,7,16,0.99614,331,0.79,118,7.54,Italy
877,71,0.47,0,22,0.067,7,14,0.99517,34,0.58,109,4.340000000000001,Italy
878,77,0.715,0.01,21,0.064,31,43,0.99371,341,0.57,118,6.26,Italy
879,88,0.61,0.19,4,0.094,30,69,0.99787,322,0.5,10,5.37,France
880,72,0.6,0.04,25,0.076,18,88,0.99745,353,0.55,95,4.8500000000000005,France
881,92,0.56,0.18,16,0.078,10,21,0.99576,315,0.49,99,4.65,USA
882,76,0.715,0,21,0.068,30,35,0.99533,348,0.65,114,6.55,Australia
883,84,0.31,0.29,31,0.194,14,26,0.99536,322,0.78,12,6.09,Australia
884,72,0.6,0.04,25,0.076,18,88,0.99745,353,0.55,95,5.86,Spain
885,88,0.61,0.19,4,0.094,30,69,0.99787,322,0.5,10,5.45,France
886,89,0.75,0.14,25,0.086,9,30,0.99824,334,0.64,105,5.0200000000000005,USA
887,9,0.8,0.12,24,0.083,8,28,0.99836,333,0.65,104,6.39,Spain
888,107,0.52,0.38,26,0.066,29,56,0.99577,315,0.79,121,7.37,USA
889,68,0.57,0,25,0.072,32,64,0.99491,343,0.56,112,6.2,France
890,107,0.9,0.34,66,0.112,23,99,1.00289,322,0.68,93,4.6000000000000005,USA
891,72,0.34,0.24,2,0.071,30,52,0.99576,344,0.58,101,4.7700000000000005,France
892,72,0.66,0.03,23,0.078,16,86,0.99743,353,0.57,97,5.71,Italy
893,101,0.45,0.23,19,0.082,10,18,0.99774,322,0.65,93,5.12,Italy
894,72,0.66,0.03,23,0.078,16,86,0.99743,353,0.57,97,4.569999999999999,Spain
895,72,0.63,0.03,22,0.08,17,88,0.99745,353,0.58,98,6.03,USA
896,71,0.59,0.01,23,0.08,27,43,0.9955,342,0.58,107,6.23,Italy
897,83,0.31,0.39,24,0.078,17,43,0.99444,331,0.77,125,6.239999999999999,France
898,71,0.59,0.01,23,0.08,27,43,0.9955,342,0.58,107,5.42,Australia
899,83,0.31,0.39,24,0.078,17,43,0.99444,331,0.77,125,7.119999999999999,Italy
900,83,1.02,0.02,34,0.084,6,11,0.99892,348,0.49,11,3.33,Australia
901,89,0.31,0.36,26,0.056,10,39,0.99562,34,0.69,118,5.04,USA
902,74,0.635,0.1,24,0.08,16,33,0.99736,358,0.69,108,7.140000000000001,France
903,74,0.635,0.1,24,0.08,16,33,0.99736,358,0.69,108,7.62,Italy
904,68,0.59,0.06,6,0.06,11,18,0.9962,341,0.59,108,7.05,Italy
905,68,0.59,0.06,6,0.06,11,18,0.9962,341,0.59,108,6.739999999999999,Spain
906,92,0.58,0.2,3,0.081,15,115,0.998,323,0.59,95,5.8100000000000005,Australia
907,72,0.54,0.27,26,0.084,12,78,0.9964,339,0.71,11,5.21,France
908,61,0.56,0,22,0.079,6,9,0.9948,359,0.54,115,6.140000000000001,USA
909,74,0.52,0.13,24,0.078,34,61,0.99528,343,0.59,108,5.99,Italy
910,73,0.305,0.39,12,0.059,7,11,0.99331,329,0.52,115,6.17,Spain
911,93,0.38,0.48,38,0.132,3,11,0.99577,323,0.57,132,6.04,France
912,91,0.28,0.46,9,0.114,3,9,0.99901,318,0.6,109,6.050000000000001,Australia
913,10,0.46,0.44,29,0.065,4,8,0.99674,333,0.62,122,5.99,Australia
914,94,0.395,0.46,46,0.094,3,10,0.99639,327,0.64,122,6.94,USA
915,73,0.305,0.39,12,0.059,7,11,0.99331,329,0.52,115,6.51,USA
916,86,0.315,0.4,22,0.079,3,6,0.99512,327,0.67,119,6.44,USA
917,53,0.715,0.19,15,0.161,7,62,0.99395,362,0.61,11,5.46,Italy
918,68,0.41,0.31,88,0.084,26,45,0.99824,338,0.64,101,5.75,Italy
919,84,0.36,0.32,22,0.081,32,79,0.9964,33,0.72,11,6.37,France
920,84,0.62,0.12,18,0.072,38,46,0.99504,338,0.89,118,5.88,USA
921,96,0.41,0.37,23,0.091,10,23,0.99786,324,0.56,105,5.07,Spain
922,84,0.36,0.32,22,0.081,32,79,0.9964,33,0.72,11,6.14,USA
923,84,0.62,0.12,18,0.072,38,46,0.99504,338,0.89,118,5.1499999999999995,France
924,68,0.41,0.31,88,0.084,26,45,0.99824,338,0.64,101,6.02,Italy
925,86,0.47,0.27,23,0.055,14,28,0.99516,318,0.8,112,4.8,Australia
926,86,0.22,0.36,19,0.064,53,77,0.99604,347,0.87,11,6.67,Spain
927,94,0.24,0.33,23,0.061,52,73,0.99786,347,0.9,102,6.53,France
928,84,0.67,0.19,22,0.093,11,75,0.99736,32,0.59,92,4.62,Australia
929,86,0.47,0.27,23,0.055,14,28,0.99516,318,0.8,112,5.48,Spain
930,87,0.33,0.38,33,0.063,10,19,0.99468,33,0.73,12,7.61,Italy
931,66,0.61,0.01,19,0.08,8,25,0.99746,369,0.73,105,5,USA
932,74,0.61,0.01,2,0.074,13,38,0.99748,348,0.65,98,4.75,USA
933,76,0.4,0.29,19,0.078,29,66,0.9971,345,0.59,95,5.44,Australia
934,74,0.61,0.01,2,0.074,13,38,0.99748,348,0.65,98,4.9399999999999995,Australia
935,66,0.61,0.01,19,0.08,8,25,0.99746,369,0.73,105,4.72,USA
936,88,0.3,0.38,23,0.06,19,72,0.99543,339,0.72,118,5.8999999999999995,Italy
937,88,0.3,0.38,23,0.06,19,72,0.99543,339,0.72,118,5.2700000000000005,Australia
938,12,0.63,0.5,14,0.071,6,26,0.99791,307,0.6,104,4.489999999999999,France
939,72,0.38,0.38,28,0.068,23,42,0.99356,334,0.72,129,7.23,Italy
940,62,0.46,0.17,16,0.073,7,11,0.99425,361,0.54,114,4.54,France
941,96,0.33,0.52,22,0.074,13,25,0.99509,336,0.76,124,6.97,Australia
942,99,0.27,0.49,5,0.082,9,17,0.99484,319,0.52,125,6.470000000000001,Australia
943,101,0.43,0.4,26,0.092,13,52,0.99834,322,0.64,10,7.29,Italy
944,98,0.5,0.34,23,0.094,10,45,0.99864,324,0.6,97,6.5600000000000005,USA
945,83,0.3,0.49,38,0.09,11,24,0.99498,327,0.64,121,7.13,France
946,102,0.44,0.42,2,0.071,7,20,0.99566,314,0.79,111,7.59,USA
947,102,0.44,0.58,41,0.092,11,24,0.99745,329,0.99,12,7.11,USA
948,83,0.28,0.48,21,0.093,6,12,0.99408,326,0.62,124,7.25,Italy
949,89,0.12,0.45,18,0.075,10,21,0.99552,341,0.76,119,7.1000000000000005,France
950,89,0.12,0.45,18,0.075,10,21,0.99552,341,0.76,119,7.42,Australia
951,89,0.12,0.45,18,0.075,10,21,0.99552,341,0.76,119,7.38,Spain
952,83,0.28,0.48,21,0.093,6,12,0.99408,326,0.62,124,7.069999999999999,USA
953,82,0.31,0.4,22,0.058,6,10,0.99536,331,0.68,112,6.91,Australia
954,102,0.34,0.48,21,0.052,5,9,0.99458,32,0.69,121,6.54,France
955,76,0.43,0.4,27,0.082,6,11,0.99538,344,0.54,122,6.7299999999999995,Spain
956,85,0.21,0.52,19,0.09,9,23,0.99648,336,0.67,104,5.22,Australia
957,9,0.36,0.52,21,0.111,5,10,0.99568,331,0.62,113,5.8,USA
958,95,0.37,0.52,2,0.088,12,51,0.99613,329,0.58,111,6.71,USA
959,64,0.57,0.12,23,0.12,25,36,0.99519,347,0.71,113,6.61,Australia
960,8,0.59,0.05,2,0.089,12,32,0.99735,336,0.61,10,5.26,Spain
