gender,age,class,embarked,country,fare,sibsp,parch,survived
male,0.75,2nd,Southampton,England,18.15,1,1,yes
male,3,2nd,Southampton,England,18.15,1,1,yes
female,24,2nd,Southampton,England,18.15,2,3,yes
female,58,2nd,Southampton,England,10.1,0,0,yes
male,22,1st,Cherbourg,NA,135.1208,0,0,no
female,22,3rd,Southampton,Finland,39.1309,0,0,no
male,35,3rd,Southampton,Finland,7.0206,0,0,no
female,22,3rd,Queenstown,Ireland,7.1405,0,0,yes
male,69,3rd,Southampton,England,14.1,0,0,no
female,64,3rd,Southampton,England,14.1,0,0,no
female,43,1st,Southampton,United States,211.0609,0,1,yes
male,50,3rd,Southampton,England,14.1,1,0,no
female,48,3rd,Southampton,England,14.1,1,0,no
male,45,1st,Cherbourg,England,247.1006,0,0,no
male,31,1st,Southampton,United States,50.0911,0,0,no
male,18,2nd,Southampton,England,10.1,0,0,no
male,30,3rd,Southampton,Wales,8.01,0,0,no
male,45,1st,Southampton,United States,26.11,0,0,yes
male,49,3rd,Southampton,Norway,7.1506,0,0,no
male,39,1st,Southampton,United States,50,0,0,no
female,2,3rd,Southampton,Finland,20.0403,1,1,no
female,41,3rd,Southampton,Finland,20.0403,0,2,no
male,18,3rd,Southampton,Finland,20.0403,1,1,no
female,33,1st,Cherbourg,France,27.1405,0,0,yes
male,46,1st,Cherbourg,United States,79,0,0,no
male,36,1st,Southampton,Canada,40.0206,0,0,no
female,33,1st,Southampton,England,86.1,0,0,yes
female,26,3rd,Southampton,Austria,8.01,0,0,yes
male,46,1st,Cherbourg,United States,59.08,1,0,no
female,54,1st,Cherbourg,United States,59.08,1,0,yes
male,55,3rd,Southampton,England,8.01,0,0,no
male,59,1st,Southampton,Peru,26.11,0,0,no
female,22,2nd,Southampton,Channel Islands,10.1,0,0,yes
male,17,3rd,Southampton,England,8.01,0,0,no
male,24,3rd,Queenstown,Ireland,7.15,0,0,yes
male,30,3rd,Queenstown,Ireland,24.03,0,0,no
male,13,1st,Cherbourg,United States,262.0706,2,2,yes
female,18,1st,Cherbourg,United States,262.0706,2,2,yes
female,21,1st,Cherbourg,United States,262.0706,2,2,yes
male,61,1st,Cherbourg,United States,262.0706,1,3,no
female,48,1st,Cherbourg,United States,262.0706,1,3,yes
male,30,3rd,Cherbourg,Lebanon,7.0407,0,0,no
male,27,3rd,Cherbourg,Lebanon,7.0406,0,0,no
male,47,1st,Southampton,England,30.1,0,0,yes
male,19,3rd,Queenstown,Ireland,7.1407,0,0,no
male,17,3rd,Southampton,England,7.111,0,0,no
male,43,3rd,Southampton,Norway,7.05,0,0,no
male,13,3rd,Southampton,England,69.11,8,2,no
male,5,3rd,Southampton,England,69.11,8,2,no
female,8,3rd,Southampton,England,69.11,8,2,no
female,14,3rd,Southampton,England,69.11,8,2,no
female,10,3rd,Southampton,England,69.11,8,2,no
female,21,3rd,Southampton,England,69.11,8,2,no
male,18,3rd,Southampton,England,69.11,8,2,no
male,17,3rd,Southampton,England,69.11,8,2,no
male,20,3rd,Southampton,England,69.11,8,2,no
male,45,3rd,Southampton,England,69.11,1,9,no
female,45,3rd,Southampton,England,69.11,1,9,no
female,24,1st,Cherbourg,NA,69.06,0,0,yes
male,24,3rd,Southampton,Sweden,9.0606,0,0,no
female,21,3rd,Southampton,Norway,7.13,0,0,yes
male,43,1st,Southampton,United States,26,0,0,yes
male,29,3rd,Southampton,United States,7.1806,0,0,no
male,17,3rd,Cherbourg,Lebanon,21.1307,2,0,no
male,40,3rd,Cherbourg,Lebanon,21.1307,2,0,no
male,16,3rd,Cherbourg,Lebanon,21.1307,2,0,no
female,1,3rd,Southampton,Sweden,16.14,1,1,yes
female,4,3rd,Southampton,Sweden,16.14,1,1,yes
female,24,3rd,Southampton,Sweden,16.14,0,2,yes
male,21,3rd,Southampton,Belgium,9.1,0,0,yes
male,19,3rd,Southampton,England,8.01,0,0,no
male,24,3rd,Southampton,England,8.01,0,0,no
male,22,3rd,Queenstown,Ireland,7.1406,0,0,no
female,35,1st,Cherbourg,Germany,57.15,1,0,yes
male,29,3rd,Southampton,Belgium,9.1,0,0,yes
male,22,2nd,Southampton,England,13,0,0,no
male,42,3rd,Southampton,NA,7.1711,0,0,no
male,28,2nd,Southampton,England,13,0,0,no
male,10,3rd,Cherbourg,Lebanon,4,0,0,no
female,30,1st,Southampton,NA,31,0,0,yes
male,34,1st,Southampton,United States,26.11,0,0,yes
male,35,3rd,Southampton,Ireland,NA,NA,NA,no
male,29,2nd,Southampton,England,26,0,0,no
male,27,3rd,Queenstown,Ireland,7.15,0,0,no
male,19,3rd,Cherbourg,NA,7.0406,0,0,no
male,55,3rd,Southampton,England,15.02,0,0,no
female,25,2nd,Southampton,United States,26,0,1,yes
male,26,3rd,Cherbourg,Lebanon,7.0406,0,0,no
female,20,3rd,Queenstown,Ireland,7.1607,0,0,yes
male,22,3rd,Southampton,England,8.01,0,0,no
female,40,1st,Southampton,United States,153.0903,0,0,yes
female,17,2nd,Southampton,Finland,13,0,2,yes
male,35,1st,Southampton,United States,26.0509,0,0,yes
female,39,1st,Cherbourg,United States,55.18,1,0,yes
male,51,1st,Cherbourg,United States,55.18,1,0,no
male,40,3rd,Southampton,England,8.01,0,0,no
male,56,1st,Southampton,Switzerland,35.1,0,0,yes
female,20,2nd,Southampton,England,36.15,0,0,yes
female,30,2nd,Southampton,Finland,13,0,0,yes
male,22,3rd,Cherbourg,Turkey,7.0407,0,0,no
male,20,3rd,Southampton,England,8.01,0,0,no
male,40,3rd,Southampton,Bosnia,7.1711,0,0,no
male,21,3rd,Southampton,United States,7.1806,0,0,no
female,18,3rd,Southampton,Finland,6.0911,0,0,yes
male,59,2nd,Southampton,Sweden,13.1,0,0,no
male,5,3rd,Southampton,United States,27.18,3,2,no
male,11,3rd,Southampton,United States,27.18,3,2,no
female,9,3rd,Southampton,United States,27.18,3,2,no
female,2,3rd,Southampton,United States,27.18,3,2,no
female,43,3rd,Southampton,Sweden,27.18,1,4,no
male,40,3rd,Southampton,Sweden,27.18,1,4,no
male,42,3rd,Southampton,NA,7.1711,0,0,no
female,30,2nd,Queenstown,Canada,12.07,0,0,yes
male,35,2nd,Southampton,England,10.1,0,0,no
male,20,3rd,Southampton,England,8.01,0,0,no
male,28,1st,Southampton,United States,35.1,0,0,yes
male,56,1st,Southampton,England,26.11,0,0,no
male,37,3rd,Southampton,Croatia,8.1303,0,0,no
female,49,2nd,Southampton,England,13,0,0,yes
male,56,1st,Cherbourg,France,30.1311,0,0,no
male,24,1st,Cherbourg,United States,60,1,0,no
male,57,1st,Southampton,England,26,0,0,no
female,18,1st,Cherbourg,United States,60,1,0,yes
female,18,3rd,Queenstown,Ireland,7.1408,0,0,yes
male,27,3rd,Queenstown,Ireland,7.15,0,0,no
male,24,1st,Southampton,United States,82.0504,1,0,yes
female,23,1st,Southampton,United States,82.0504,1,0,yes
male,25,2nd,Southampton,England,13,0,0,no
male,19,3rd,Southampton,Norway,7.13,0,0,no
male,31,3rd,Southampton,England,8.01,0,0,no
male,23,3rd,Southampton,England,8.01,0,0,no
male,6,1st,Cherbourg,United States,134.1,0,2,yes
male,45,1st,Cherbourg,United States,134.1,1,1,yes
female,39,1st,Cherbourg,United States,134.1,1,1,yes
female,48,1st,Cherbourg,United States,146.1005,1,0,yes
male,57,1st,Cherbourg,United States,146.1005,1,0,no
male,31,3rd,Southampton,England,8.01,0,0,no
male,32,1st,Southampton,Switzerland,30.1,0,0,yes
male,23,3rd,Southampton,Bulgaria,7.1711,0,0,no
male,33,3rd,Cherbourg,Croatia,8.1309,0,0,no
female,24,3rd,Southampton,England,7.11,0,0,yes
male,22,3rd,Southampton,England,8.01,0,0,no
male,42,2nd,Cherbourg,United States,15,0,0,no
male,62,1st,Southampton,England,26.11,0,0,no
male,54,1st,Cherbourg,United States,55.081,1,0,yes
female,43,1st,Cherbourg,Ireland,55.081,1,0,yes
female,52,1st,Cherbourg,United States,78.0504,1,0,yes
male,64,1st,Cherbourg,United States,27.1405,0,0,no
male,24,2nd,Southampton,England,10.1,0,0,no
female,61,1st,Southampton,United States,80,0,0,yes
male,59,3rd,Southampton,England,NA,0,0,no
male,19,3rd,Southampton,Bulgaria,7.1711,0,0,no
female,22,3rd,Southampton,Finland,9.1609,0,0,no
male,30,3rd,Southampton,Finland,7.1806,0,0,yes
male,67,1st,Southampton,United States,221.1507,1,0,no
female,63,1st,Southampton,Germany,221.1507,1,0,no
male,27,3rd,Southampton,Croatia,8.1303,0,0,no
female,2,3rd,Southampton,United States,10.0903,0,1,no
female,29,3rd,Southampton,Sweden,10.0903,1,1,no
male,20,3rd,Southampton,England,8.01,0,0,yes
male,44,3rd,Southampton,Finland,7.1806,0,0,yes
male,25,3rd,Southampton,England,7.01,0,0,no
male,61,1st,Southampton,England,32.0605,0,0,no
male,74,3rd,Southampton,Sweden,7.1506,0,0,no
male,14,3rd,Southampton,Sweden,9.0406,0,0,yes
male,24,3rd,Southampton,Sweden,7.1511,0,0,no
male,19,2nd,Southampton,England,13,0,0,no
male,14,2nd,Southampton,England,65,0,0,no
female,46,1st,Southampton,United States,25.1807,0,0,yes
male,0.4166666667,3rd,Cherbourg,Lebanon,8.1004,0,1,yes
male,30,3rd,Cherbourg,Lebanon,6.0809,1,0,no
female,16,3rd,Cherbourg,Lebanon,8.1004,1,1,yes
female,18,1st,Southampton,United States,79.13,0,2,yes
male,52,1st,Southampton,United States,79.13,1,1,no
female,39,1st,Southampton,United States,79.13,1,1,yes
male,48,1st,Southampton,United States,52,1,0,yes
male,40,2nd,Southampton,England,NA,NA,NA,no
female,49,1st,Southampton,United States,52,1,0,yes
male,25,3rd,Southampton,Sweden,7.1511,0,0,yes
male,49,1st,Cherbourg,United States,110.1708,1,1,no
male,17,1st,Cherbourg,United States,110.1708,0,2,yes
female,39,1st,Cherbourg,United States,110.1708,1,1,yes
male,34,3rd,Southampton,England,8.01,0,0,no
male,34,3rd,Cherbourg,NA,6.0809,0,0,no
male,16,3rd,Cherbourg,NA,7.0406,0,0,no
male,37,3rd,Southampton,Scotland,8.01,0,0,no
female,38,1st,Cherbourg,United States,80,0,0,yes
male,37,3rd,Southampton,England,16.02,1,0,no
female,33,3rd,Southampton,England,16.02,1,0,yes
male,32,3rd,Southampton,Finland,7.1806,0,0,no
male,20,3rd,Queenstown,Ireland,7.15,0,0,no
male,23,3rd,Southampton,Bulgaria,7.1711,0,0,no
male,22,3rd,Southampton,England,8.01,0,0,no
female,48,2nd,Southampton,Ireland,10.1,0,0,yes
male,41,3rd,Southampton,England,8.01,0,0,no
male,20,3rd,Cherbourg,Lebanon,7.0407,0,0,no
male,26,3rd,Southampton,Sweden,NA,0,0,yes
male,25,3rd,Southampton,Bulgaria,7.1711,0,0,no
male,23,2nd,Southampton,England,13,0,0,no
female,27,2nd,Southampton,Scotland,12.13,0,0,yes
female,27,2nd,Southampton,England,10.1,0,0,yes
male,31,1st,Cherbourg,United States,28.1009,0,0,yes
male,8,3rd,Cherbourg,Lebanon,15.0411,1,1,yes
female,9,3rd,Cherbourg,Lebanon,15.0411,1,1,yes
female,27,3rd,Cherbourg,Lebanon,15.0411,0,2,yes
male,36,3rd,Southampton,Croatia,7.1711,0,0,no
female,18,3rd,Southampton,Finland,9.161,0,0,yes
female,63,3rd,Southampton,Finland,9.1109000000000009,0,0,yes
female,26,2nd,Southampton,England,21,1,0,no
male,29,2nd,Southampton,England,21,1,0,no
male,39,1st,Cherbourg,Mexico,27.1405,0,0,no
male,10,3rd,Southampton,England,14.1,1,1,no
male,9,3rd,Southampton,England,14.1,1,1,no
male,35,3rd,Southampton,England,14.1,0,2,no
male,28,3rd,Southampton,Belgium,9.1,0,0,no
male,46,3rd,Southampton,Belgium,9,0,0,no
male,61,1st,Southampton,United States,33.1,0,0,no
female,18,3rd,Southampton,Belgium,18,2,0,no
male,31,3rd,Southampton,Belgium,18,3,0,no
male,15,3rd,Southampton,Belgium,18,2,0,no
female,31,3rd,Southampton,Belgium,18,1,0,no
male,35,3rd,Southampton,Belgium,9.1,0,0,no
male,28,3rd,Southampton,Belgium,9.1,0,0,no
female,10,3rd,Southampton,Belgium,24.03,0,2,no
male,36,3rd,Southampton,Belgium,24.03,1,1,no
female,30,3rd,Southampton,Belgium,24.03,1,1,no
male,23,3rd,Southampton,Belgium,9.1,0,0,no
male,22,3rd,Cherbourg,Turkey,7.0406,0,0,yes
male,40,2nd,Southampton,United States,13,0,0,no
male,20,3rd,Southampton,Sweden,7.1701,0,0,no
female,14,3rd,Southampton,Sweden,7.1701,0,0,no
male,21,3rd,Southampton,Slovenia,7.1711,0,0,no
male,22,3rd,Southampton,Belgium,9,0,0,no
male,48,1st,Southampton,United States,34,0,0,no
female,36,2nd,Southampton,England,21,0,0,yes
female,37,1st,Cherbourg,NA,512.0607,0,0,yes
male,35,3rd,Southampton,England,8.01,0,0,no
male,47,2nd,Southampton,England,21,1,0,no
female,32,2nd,Southampton,England,21,0,0,yes
male,23,2nd,Southampton,England,10.1,1,0,no
male,31,3rd,Southampton,England,7.11,0,0,no
male,63,1st,Cherbourg,United States,75.05,1,0,no
female,60,1st,Cherbourg,England,75.05,1,0,yes
male,19,2nd,Belfast,Northern Ireland,NA,0,0,no
female,12,2nd,Southampton,Scotland,15.15,0,0,yes
female,40,2nd,Southampton,Scotland,15.15,0,0,yes
male,23,3rd,Cherbourg,Lebanon,7.0406,0,0,no
female,37,2nd,Southampton,England,13,0,0,yes
male,66,3rd,Southampton,England,8.01,0,0,no
male,59,1st,Southampton,United States,26.11,0,0,no
male,37,2nd,Southampton,Hungary,26,1,0,no
female,37,2nd,Southampton,England,26,1,0,yes
male,2,2nd,Southampton,England,23,1,1,yes
female,4,2nd,Southampton,England,23,1,1,yes
female,29,2nd,Southampton,England,23,0,2,yes
male,27,3rd,Southampton,Sweden,7.1511,0,0,yes
female,0.8333333333,2nd,Southampton,England,27.15,1,2,yes
female,4,2nd,Southampton,England,27.15,1,2,yes
male,36,2nd,Southampton,England,27.15,1,2,no
female,33,2nd,Southampton,England,27.15,1,2,yes
male,65,2nd,Southampton,England,10.1,0,0,no
male,26,2nd,Southampton,England,12.1706,0,0,no
male,31,2nd,Southampton,England,13,0,0,yes
male,54,1st,Southampton,United States,77.0509,0,1,no
male,21,1st,Southampton,United States,77.0509,0,1,no
female,55,1st,Cherbourg,NA,135.1208,0,0,yes
male,57,1st,Southampton,United States,164.1704,1,1,no
female,31,1st,Southampton,United States,164.1704,0,2,yes
female,45,1st,Southampton,United States,164.1704,1,1,yes
male,51,3rd,Southampton,Sweden,7.15,0,0,no
male,50,1st,Southampton,United States,211.1,1,1,no
male,27,1st,Southampton,United States,211.1,0,2,no
female,50,1st,Southampton,United States,211.1,1,1,yes
male,18,3rd,Southampton,Finland,6.0911,1,0,no
male,21,3rd,Southampton,Finland,6.0911,1,0,no
female,47,3rd,Southampton,England,7,1,0,yes
female,30,2nd,Southampton,England,26,1,0,yes
female,21,1st,Southampton,United States,26.11,0,0,yes
male,37,3rd,Cherbourg,NA,8.1403,0,0,no
male,21,3rd,Southampton,Wales,7.11,0,0,no
male,51,1st,Cherbourg,Switzerland,61.0707,0,1,no
male,23,2nd,Southampton,England,13,0,0,yes
male,43,1st,Southampton,United States,35,0,0,no
male,28,3rd,Southampton,England,8.01,0,0,no
male,28,3rd,Southampton,Wales,16.02,0,0,no
male,21,1st,Cherbourg,Switzerland,61.0707,0,1,yes
female,31,1st,Cherbourg,NA,134.1,0,0,yes
male,21,3rd,Southampton,South Africa,7.05,0,0,no
male,17,3rd,Southampton,Switzerland,8.1303,0,0,no
male,54,3rd,Southampton,England,7.05,0,0,no
male,36,3rd,Southampton,Belgium,9.1,0,0,no
male,32,2nd,Southampton,England,NA,NA,NA,no
male,46,1st,Southampton,England,35.1,0,0,yes
female,26,2nd,Southampton,England,13.1,0,0,yes
male,62,1st,Southampton,Canada,26.11,0,0,no
male,27,3rd,Cherbourg,Lebanon,14.0901,1,0,no
female,15,3rd,Cherbourg,Lebanon,14.0901,1,0,yes
female,36,1st,Cherbourg,United States,135.1208,0,0,yes
male,26,3rd,Cherbourg,Lebanon,7.0406,0,0,no
male,45,3rd,Cherbourg,Lebanon,7.0407,0,0,no
female,23,3rd,Cherbourg,Lebanon,22.0702,0,2,yes
female,24,2nd,Southampton,France,13,0,0,no
male,22,3rd,Cherbourg,Turkey,7.0406,0,0,no
male,27,3rd,Cherbourg,Turkey,7.0406,0,0,no
male,25,3rd,Cherbourg,Lebanon,7.0406,0,0,yes
male,29,3rd,Southampton,Germany,7.1706,0,0,no
male,21,victualling crew,Southampton,England,0,0,0,no
male,34,engineering crew,Southampton,England,0,0,0,no
male,26,engineering crew,Southampton,England,0,0,0,no
male,20,victualling crew,Southampton,Channel Islands,0,0,0,no
male,31,victualling crew,Southampton,England,0,0,0,no
male,37,victualling crew,Southampton,England,0,0,0,no
male,22,restaurant staff,Southampton,England,0,0,0,no
male,24,engineering crew,Southampton,England,0,0,0,yes
male,17,victualling crew,Southampton,England,0,0,0,no
male,26,victualling crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,36,victualling crew,Southampton,England,0,0,0,no
male,36,engineering crew,Belfast,England,0,0,0,no
male,41,victualling crew,Belfast,England,0,0,0,no
male,40,deck crew,Southampton,England,0,0,0,yes
male,48,victualling crew,Southampton,England,0,0,0,no
male,19,victualling crew,Southampton,England,0,0,0,yes
male,35,deck crew,Southampton,England,0,0,0,yes
male,26,victualling crew,Southampton,England,0,0,0,no
male,41,victualling crew,Southampton,Ireland,0,0,0,no
male,26,restaurant staff,Southampton,England,0,0,0,no
male,21,engineering crew,Southampton,England,0,0,0,yes
male,23,victualling crew,Southampton,England,0,0,0,no
male,37,victualling crew,Belfast,England,0,0,0,no
male,28,victualling crew,Southampton,England,0,0,0,yes
male,33,victualling crew,Southampton,England,0,0,0,no
male,36,victualling crew,Belfast,England,0,0,0,no
male,46,engineering crew,Southampton,Wales,0,0,0,no
male,46,deck crew,Southampton,England,0,0,0,yes
male,24,engineering crew,Southampton,England,0,0,0,no
male,19,victualling crew,Southampton,England,0,0,0,yes
male,24,restaurant staff,Southampton,England,0,0,0,no
male,34,engineering crew,Southampton,England,0,0,0,no
male,19,victualling crew,Southampton,England,0,0,0,no
male,41,victualling crew,Southampton,England,0,0,0,no
male,42,victualling crew,Belfast,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,36,victualling crew,Southampton,England,0,0,0,no
male,29,engineering crew,Southampton,England,0,0,0,no
male,40,victualling crew,Southampton,England,0,0,0,no
male,40,engineering crew,Southampton,England,0,0,0,no
male,16,victualling crew,Southampton,England,0,0,0,no
male,28,engineering crew,Southampton,England,0,0,0,yes
male,33,engineering crew,Southampton,England,0,0,0,no
male,34,victualling crew,Belfast,England,0,0,0,no
male,36,victualling crew,Southampton,England,0,0,0,no
male,32,victualling crew,Southampton,England,0,0,0,no
male,26,victualling crew,Southampton,England,0,0,0,no
male,27,restaurant staff,Southampton,England,0,0,0,no
male,53,victualling crew,Southampton,England,0,0,0,no
male,55,victualling crew,Southampton,Scotland,0,0,0,no
male,33,restaurant staff,Southampton,England,0,0,0,no
male,35,engineering crew,Belfast,Northern Ireland,0,0,0,no
male,24,engineering crew,Southampton,England,0,0,0,yes
male,31,victualling crew,Southampton,England,0,0,0,no
male,35,victualling crew,Southampton,England,0,0,0,no
male,19,victualling crew,Southampton,England,0,0,0,no
male,51,engineering crew,Belfast,England,0,0,0,no
male,24,engineering crew,Southampton,England,0,0,0,no
male,30,victualling crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
female,33,victualling crew,Southampton,England,0,0,0,yes
male,47,engineering crew,Southampton,England,0,0,0,no
male,22,restaurant staff,Southampton,England,0,0,0,no
male,31,victualling crew,Southampton,England,0,0,0,no
male,39,engineering crew,Southampton,England,0,0,0,no
male,40,victualling crew,Belfast,England,0,0,0,no
male,26,restaurant staff,Southampton,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,no
male,31,engineering crew,Southampton,England,0,0,0,no
male,28,restaurant staff,Southampton,England,0,0,0,no
male,20,engineering crew,Southampton,England,0,0,0,no
male,20,engineering crew,Southampton,England,0,0,0,no
male,20,engineering crew,Southampton,England,0,0,0,yes
male,34,victualling crew,Belfast,England,0,0,0,no
male,23,engineering crew,Southampton,England,0,0,0,no
male,28,engineering crew,Southampton,England,0,0,0,no
male,41,engineering crew,Southampton,England,0,0,0,no
male,23,engineering crew,Southampton,England,0,0,0,yes
male,26,engineering crew,Belfast,England,0,0,0,no
male,37,engineering crew,Southampton,England,0,0,0,no
male,32,engineering crew,Southampton,Northern Ireland,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,no
female,45,victualling crew,Southampton,Switzerland,0,0,0,yes
male,26,restaurant staff,Southampton,England,0,0,0,no
male,30,victualling crew,Southampton,England,0,0,0,no
male,43,restaurant staff,Southampton,England,0,0,0,no
male,59,victualling crew,Southampton,Scotland,0,0,0,no
male,27,restaurant staff,Southampton,England,0,0,0,no
male,40,victualling crew,Belfast,England,0,0,0,no
male,38,victualling crew,Southampton,England,0,0,0,no
male,33,victualling crew,Belfast,England,0,0,0,no
male,46,engineering crew,Southampton,England,0,0,0,no
male,24,victualling crew,Southampton,England,0,0,0,no
female,31,restaurant staff,Southampton,England,0,0,0,yes
male,28,deck crew,Belfast,England,0,0,0,yes
male,37,victualling crew,Southampton,England,0,0,0,no
male,36,victualling crew,Belfast,England,0,0,0,no
male,39,engineering crew,Southampton,England,0,0,0,no
male,29,deck crew,Southampton,England,0,0,0,no
male,43,victualling crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,52,victualling crew,Belfast,England,0,0,0,no
male,34,engineering crew,Southampton,England,0,0,0,no
male,43,deck crew,Southampton,England,0,0,0,yes
male,22,victualling crew,Belfast,England,0,0,0,yes
male,42,deck crew,Belfast,England,0,0,0,yes
male,38,victualling crew,Southampton,NA,0,0,0,no
male,31,victualling crew,Southampton,England,0,0,0,no
male,28,victualling crew,Southampton,England,0,0,0,no
male,25,engineering crew,Southampton,England,0,0,0,no
male,31,victualling crew,Southampton,England,0,0,0,no
male,33,victualling crew,Belfast,England,0,0,0,no
male,34,victualling crew,Belfast,Wales,0,0,0,yes
male,28,engineering crew,Southampton,Wales,0,0,0,no
male,25,engineering crew,Southampton,England,0,0,0,no
male,41,victualling crew,Belfast,England,0,0,0,no
male,34,victualling crew,Southampton,England,0,0,0,no
male,26,deck crew,Southampton,England,0,0,0,yes
male,22,victualling crew,Southampton,England,0,0,0,no
male,37,victualling crew,Southampton,England,0,0,0,no
male,21,victualling crew,Belfast,England,0,0,0,no
male,18,victualling crew,Southampton,England,0,0,0,yes
male,30,victualling crew,Belfast,England,0,0,0,no
male,31,victualling crew,Belfast,Ireland,0,0,0,yes
male,20,victualling crew,Southampton,England,0,0,0,yes
male,29,victualling crew,Southampton,England,0,0,0,no
male,35,engineering crew,Southampton,England,0,0,0,no
male,35,engineering crew,Southampton,England,0,0,0,no
male,23,victualling crew,Southampton,England,0,0,0,no
male,22,victualling crew,Southampton,England,0,0,0,no
male,31,engineering crew,Southampton,England,0,0,0,no
male,45,victualling crew,Southampton,England,0,0,0,no
male,30,engineering crew,Belfast,Northern Ireland,0,0,0,no
male,25,victualling crew,Southampton,Australia,0,0,0,no
male,40,engineering crew,Southampton,England,0,0,0,no
male,31,victualling crew,Southampton,England,0,0,0,no
male,27,engineering crew,Southampton,England,0,0,0,no
male,46,engineering crew,Southampton,England,0,0,0,no
male,33,victualling crew,Belfast,England,0,0,0,no
male,32,restaurant staff,Southampton,Italy,0,0,0,no
male,44,engineering crew,Southampton,England,0,0,0,no
male,34,victualling crew,Southampton,England,0,0,0,no
male,37,engineering crew,Southampton,England,0,0,0,no
female,33,victualling crew,Southampton,England,0,0,0,yes
male,28,victualling crew,Southampton,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,yes
male,39,victualling crew,Belfast,England,0,0,0,no
male,21,victualling crew,Southampton,England,0,0,0,no
male,25,restaurant staff,Southampton,England,0,0,0,no
male,32,victualling crew,Southampton,England,0,0,0,yes
male,25,victualling crew,Southampton,England,0,0,0,no
male,25,engineering crew,Southampton,England,0,0,0,no
male,28,victualling crew,Belfast,England,0,0,0,no
male,37,engineering crew,Belfast,England,0,0,0,no
male,29,victualling crew,Southampton,England,0,0,0,no
male,50,victualling crew,Southampton,England,0,0,0,no
male,25,engineering crew,Southampton,England,0,0,0,no
male,34,victualling crew,Southampton,England,0,0,0,no
male,40,engineering crew,Southampton,Ireland,0,0,0,yes
male,33,deck crew,Southampton,England,0,0,0,yes
male,31,deck crew,Southampton,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,no
male,29,victualling crew,Southampton,England,0,0,0,no
male,58,engineering crew,Belfast,Ireland,0,0,0,no
male,33,victualling crew,Southampton,England,0,0,0,yes
male,17,victualling crew,Southampton,Northern Ireland,0,0,0,yes
male,38,engineering crew,Southampton,England,0,0,0,yes
male,34,engineering crew,Southampton,England,0,0,0,yes
male,25,victualling crew,Belfast,England,0,0,0,no
male,32,victualling crew,Southampton,England,0,0,0,no
male,45,victualling crew,Southampton,England,0,0,0,no
male,26,engineering crew,Southampton,England,0,0,0,no
male,26,engineering crew,Southampton,England,0,0,0,no
male,28,engineering crew,Southampton,England,0,0,0,no
male,27,victualling crew,Southampton,England,0,0,0,no
male,33,engineering crew,Southampton,England,0,0,0,no
male,19,restaurant staff,Southampton,England,0,0,0,no
male,36,engineering crew,Southampton,England,0,0,0,no
male,28,deck crew,Southampton,England,0,0,0,no
male,49,engineering crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,yes
male,28,restaurant staff,Southampton,France,0,0,0,no
male,30,victualling crew,Southampton,England,0,0,0,no
male,27,engineering crew,Belfast,England,0,0,0,no
male,23,engineering crew,Southampton,England,0,0,0,no
male,20,victualling crew,Southampton,England,0,0,0,yes
male,43,victualling crew,Belfast,England,0,0,0,yes
male,45,engineering crew,Belfast,England,0,0,0,no
male,21,engineering crew,Southampton,England,0,0,0,yes
male,33,victualling crew,Southampton,England,0,0,0,no
male,39,victualling crew,Belfast,England,0,0,0,no
male,45,victualling crew,Southampton,England,0,0,0,no
male,44,engineering crew,Southampton,England,0,0,0,no
male,17,restaurant staff,Southampton,England,0,0,0,no
male,30,victualling crew,Southampton,England,0,0,0,yes
male,35,victualling crew,Belfast,England,0,0,0,no
male,49,victualling crew,Belfast,England,0,0,0,yes
male,38,victualling crew,Belfast,Scotland,0,0,0,yes
male,35,engineering crew,Southampton,England,0,0,0,no
male,26,engineering crew,Southampton,England,0,0,0,no
male,18,victualling crew,Southampton,England,0,0,0,yes
male,18,victualling crew,Southampton,England,0,0,0,no
male,32,victualling crew,Belfast,England,0,0,0,no
male,26,victualling crew,Belfast,Wales,0,0,0,no
male,33,engineering crew,Southampton,England,0,0,0,no
male,29,victualling crew,Belfast,England,0,0,0,no
male,39,deck crew,Southampton,England,0,0,0,no
male,23,engineering crew,Southampton,England,0,0,0,no
male,19,victualling crew,Southampton,England,0,0,0,no
male,18,restaurant staff,Southampton,England,0,0,0,no
male,35,victualling crew,Belfast,England,0,0,0,no
male,20,restaurant staff,Southampton,England,0,0,0,no
male,29,victualling crew,Belfast,England,0,0,0,no
male,38,victualling crew,Southampton,England,0,0,0,no
male,20,restaurant staff,Southampton,England,0,0,0,no
male,27,engineering crew,Southampton,England,0,0,0,yes
male,37,engineering crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,yes
male,34,engineering crew,Southampton,England,0,0,0,yes
