original_title,title,homepage,budget,original_language,overview,popularity,release_date,revenue,runtime,tagline,vote_average,vote_count
The Longest Day,The Longest Day,,10000000,en,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",19.524972,25/09/1962,50100000,178,This is the day that changed the world... When history held its breath.,7.2,234
The Mighty Ducks,The Mighty Ducks,,10000000,en,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",8.932837,01/10/1992,50752337,101,They can't skate. They can't win. They can't be serious.,6.4,198
The Grudge,The Grudge,,10000000,en,"American nurse, Karen Davis moves to Tokyo and encounters a vengeful supernatural spirit known as The Grudge that often possesses its victims. When a series of horrifying and mysterious deaths occur – with the spirit passing its curse onto each victim - Karen must find away to break the spell before she becomes the spirit's next victim.",35.695442,22/10/2004,183474602,92,It never forgives. It never forgets.,5.8,865
Happy Gilmore,Happy Gilmore,,12000000,en,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",26.598884,16/02/1996,41205099,92,He doesn't play golf... he destroys it.,6.5,755
Jeepers Creepers,Jeepers Creepers,,10000000,en,"A college-age brother and sister get more than they bargained for on their road trip home from spring break. When the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church, they investigate. Bad move! Opening a Pandora's Box of unspeakable evil, the pair must flee for their lives -- with a monstrous ""shape"" in hot pursuit.",23.316208,01/07/2001,59217789,90,What’s eating you?,6.1,720
Bill & Ted's Excellent Adventure,Bill & Ted's Excellent Adventure,http://www.billandted.org/,10000000,en,"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",25.929893,17/02/1989,40485039,90,History is about to be rewritten by two guys who can't spell.,6.7,454
Oliver!,Oliver!,,10000000,en,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",8.305998,26/09/1968,37402877,153,Much Much More Than a Musical!,7,103
The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,http://www.foxsearchlight.com/thebestexoticmarigoldhotel/,10000000,en,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",21.258991,28/11/2011,136836156,124,Share the journey. Share the laughter.,6.9,459
Recess: School's Out,Recess: School's Out,,10000000,en,"Recess: School's Out is a 2001 animated film based on the Disney television series Recess. This film was produced by Walt Disney Pictures and was released theatrically nationwide on February 16, 2001.It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end.",5.699058,27/01/2001,44460850,83,Saving The World One Playground At A Time,6.6,67
Mad Max Beyond Thunderdome,Mad Max Beyond Thunderdome,,12305523,en,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",36.582038,29/06/1985,36230219,107,Two men enter. One man leaves.,5.9,748
Commando,Commando,,10000000,en,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",34.224204,03/10/1985,57500000,90,Somewhere... somehow... someone's going to pay.,6.4,742
The Boy,The Boy,http://theboymovie.tumblr.com/,10000000,en,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.",38.179483,22/01/2016,64188367,97,Every child needs to feel loved.,5.8,1102
Devil,Devil,http://www.thenightchronicles.com/devil/,10000000,en,A group of people trapped in a elevator realizes that the devil is among them.,30.934688,13/01/2010,33583175,80,Bad Things Happen For A Reason,5.8,816
Friday After Next,Friday After Next,,20000000,en,Craig and Day Day have finally moved out of their parents houses and into their own crib. The cousins work nights at a local mall as security guards. When their house is robbed on Christmas Eve they team up to track him down.,7.499639,22/11/2002,33526835,85,The party's back in the 'hood!,6,100
Insidious: Chapter 3,Insidious: Chapter 3,,10000000,en,"A twisted new tale of terror begins for a teenage girl and her family, predating the haunting of the Lambert family in the earlier movies and revealing more mysteries of the otherworldly realm The Further.",45.946524,04/06/2015,104303851,97,This is how you die,6.2,983
The Last Dragon,The Last Dragon,,10000000,en,"A young man searches for the ""master"" to obtain the final level of martial arts mastery known as the glow. Along the way he must fight an evil martial arts expert and rescue a beautiful singer from an obsessed music promoter.",4.928777,22/03/1985,25754284,108,His family thinks he's crazy. His enemies think he's no challenge. But she knows he's THE LAST DRAGON.,6.4,69
The Lawnmower Man,The Lawnmower Man,,10000000,en,A simple man is turned into a genius through the application of computer science.,10.125029,05/03/1992,32101000,108,God made him simple. Science made him a god.,5.4,197
Nick and Norah's Infinite Playlist,Nick and Norah's Infinite Playlist,,9000000,en,"Nick cannot stop obsessing over his ex-girlfriend, Tris, until Tris' friend Norah suddenly shows interest in him at a club. Thus beings an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norah's drunken friend, Caroline, with help from Nick's band mates. As the night winds down, the two have to figure out what they want from each other.",20.452449,03/10/2008,32973937,89,Every night has a soundtrack.,6.4,379
Dogma,Dogma,http://www.dogma-movie.com/,10000000,en,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",14.543435,12/11/1999,30652890,130,It can be Hell getting into Heaven,6.8,823
The Banger Sisters,The Banger Sisters,,10000000,en,"In the late '60s, the self-proclaimed belles of the rock 'n' roll ball, rocked the worlds of every music legend whose pants they could take off -- and they have the pictures to prove it. But it's been more than two decades since the Banger Sisters earned their nickname -- or even laid eyes on each other. Their reunion is the collision of two women's worlds; one who's living in the past, and one who's hiding from it. Together they learn to live in the moment.",6.015354,20/09/2002,0,98,Some friendships last forever... like it or not.,5.5,62
Twilight Zone: The Movie,Twilight Zone: The Movie,,10000000,en,"Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. ""A Quality of Mercy"", ""Kick the Can"", ""It's a Good Life"", and ""Nightmare at 20,000 Feet"".",12.902975,24/06/1983,29450919,101,"You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!",6.2,161
Road House,Road House,,15000000,en,"The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton (Patrick Swayze) has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable -- busting the heads of troublemakers and turning the roadhouse into a jumping hot-spot. But Dalton's romance with the gorgeous Dr. Clay (Kelly Lynch) puts him on the bad side of cutthroat local big shot Brad Wesley (Ben Gazzara).",6.216203,19/05/1989,30050028,114,"Dalton lives like a loner, fights like a professional. And loves like there's no tomorrow.",6.3,252
A Low Down Dirty Shame,A Low Down Dirty Shame,,10000000,en,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",3.290639,23/11/1994,29392418,100,He's armed and dangerously funny.,6,31
Swimfan,Swimfan,http://swimfan.film.ru/,8500000,en,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",4.844451,06/09/2002,34411240,84,His biggest fan just became his worst nightmare.,5,70
Employee of the Month,Employee of the Month,,12000000,en,"When he hears that the new female employee digs ambitious men who are the store employee of the month, a slacker gets his act together but finds himself in competition with his rival, an ambitious co-worker.",9.559737,06/10/2006,38368909,103,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work",5.3,153
Can't Hardly Wait,Can't Hardly Wait,,10000000,en,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",11.350382,12/06/1998,25605015,100,Yesterday's history.  Tomorrow's the future.  Tonight's the party.,6.1,122
The Outsiders,The Outsiders,,10000000,en,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",13.455373,25/03/1983,33697647,91,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.,6.9,291
Pete's Dragon,Pete's Dragon,http://movies.disney.com/petes-dragon-2016,65000000,en,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",31.974359,10/08/2016,143695338,102,Some secrets are too big to keep.,6.2,679
The Dead Zone,The Dead Zone,,10000000,en,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",16.78512,21/10/1983,20766616,103,"In his mind, he has the power to see the future. In his hands, he has the power to change it.",6.9,311
Sinister 2,Sinister 2,http://www.sinistermovie.com/,10000000,en,A young mother and her twin sons move into a rural house that's marked for death.,26.090495,19/08/2015,52882018,97,"Be careful, children at play.",5.4,581
Sparkle,Sparkle,,14000000,en,"Musical prodigy, Sparkle (Jordin Sparks) struggles to become a star while overcoming issues that are tearing her family apart. From an affluent Detroit area and daughter to a single mother (Whitney Houston), she tries to balance a new romance with music manager Stix (Derek Luke) while dealing with the unexpected challenges her new life will bring as she and her two sisters (Carmen Ejogo and Tika Sumpter) strive to become a dynamic singing group during the Motown-era.",2.698185,17/08/2012,24637469,116,Celebrate the legend.,5.8,36
Valentine,Valentine,,0,en,Five friends are stalked and murdered by a masked assailant while preparing for Valentine's Day.,5.904126,01/02/2001,0,96,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.,5,114
The Fourth Kind,The Fourth Kind,http://www.thefourthkind.net/,10000000,en,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.",22.888173,06/11/2009,42333295,98,There are four kinds of alien encounters. The fourth kind is abduction.,5.8,441
A Prairie Home Companion,A Prairie Home Companion,,10000000,en,"A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court",5.025446,09/06/2006,0,105,Radio Like You've Never Seen It Before,6.4,81
Sugar Hill,Sugar Hill,http://en.wikipedia.org/wiki/Sugar_Hill_(1994_film),0,en,"Sugar Hill is a 1994 American crime-drama/neo-noir film starring Wesley Snipes and Michael Wright as brothers Roemello and Raynathan Skuggs. The film focuses on the two brothers, who are major drug dealers in the Harlem neighborhood of New York City.",2.580808,25/02/1994,0,123,He wanted power. He wanted revenge. Now he just wants out.,5.2,13
Invasion U.S.A.,Invasion U.S.A.,,0,en,A one-man army comes to the rescue of the United States when a spy attempts an invasion.,4.192064,27/09/1985,0,107,America wasn't ready...but HE was!,5.3,49
Roll Bounce,Roll Bounce,,0,en,"From Wikipedia, the free encyclopedia. Roll Bounce is a 2005 American comedy-drama film written by Norman Vance Jr. and directed by Malcolm D. Lee. The film stars hip hop artist Bow Wow as the leader of a roller skating crew in 1970s Chicago. The film also stars Nick Cannon, Meagan Good, Brandon T. Jackson, Wesley Jonathan, Chi McBride, Kellita Smith, and Jurnee Smollett. Description above from the Wikipedia article Roll Bounce, licensed under CC-BY-SA, full list of contributors on Wikipedia.",2.596338,23/09/2005,0,112,,6.1,27
Rushmore,Rushmore,,9000000,en,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",18.289303,17/09/1998,17096053,93,Love. Expulsion. Revolution.,7.5,676
Skyline,Skyline,,10000000,en,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",26.268209,11/11/2010,66821036,100,Don't look up,4.7,507
The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,,10000000,en,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,17.592299,26/02/2015,85978266,122,,6.3,272
Kit Kittredge: An American Girl,Kit Kittredge: An American Girl,http://www.americangirl.com/movie/,0,en,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.",6.27141,02/07/2008,0,101,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.",6.4,34
The Perfect Man,The Perfect Man,http://www.watchvideoseries.com/movies/the-perfect-man-2005/,0,en,"Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem.",11.158906,17/06/2005,0,100,Is it all too good to be true?,5.5,203
Mo' Better Blues,Mo' Better Blues,,10000000,en,"Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet.",3.079862,03/08/1990,16153593,129,,6.3,47
Kung Pow: Enter the Fist,Kung Pow: Enter the Fist,,0,en,"A movie within a movie, created to spoof the martial arts genre. Writer/director Steve Oedekerk uses contemporary characters and splices them into a 1970s kung-fu film, weaving the new and old together. As the main character, The Chosen One, Oedekerk sets off to avenge the deaths of his parents at the hands of kung-fu legend Master Pain. Along the way, he encounters some strange characters",8.288813,25/01/2002,0,81,,6.1,159
Tremors,Tremors,,11000000,en,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",32.579697,19/01/1990,48572000,96,The monster movie that breaks new ground.,6.6,864
Wrong Turn,Wrong Turn,,12600000,en,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",33.555764,30/05/2003,28650575,84,It's the last one you'll ever take.,6,635
The Long Riders,The Long Riders,,10000000,en,"The origins, exploits and the ultimate fate of the James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",2.959547,12/05/1980,15795189,99,"""All the world likes an outlaw. For some damn reason they remember 'em."" - Jesse James",6.6,50
The Corruptor,The Corruptor,,25000000,en,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",4.068107,12/03/1999,15156200,110,You can't play by the rules if there aren't any.,6,57
Mud,Mud,,10000000,en,Two teenage boys encounter a fugitive and make a pact to help him escape from an island in the Mississippi.,17.663353,01/05/2013,21587700,130,,7,1068
Reno 911!: Miami,Reno 911!: Miami,,10000000,en,A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.,4.207456,23/02/2007,20342161,84,"In a time of crisis, America will call Reno 911!",5.6,72
One Direction: This Is Us,One Direction: This Is Us,http://www.1dthisisus-movie.com/feature/mosaic/,10000000,en,"Go behind the scenes during One Directions sell out ""Take Me Home"" tour and experience life on the road.",7.944457,28/08/2013,0,92,A motion picture event.,8,201
"The Goods: Live Hard, Sell Hard","The Goods: Live Hard, Sell Hard",http://www.livehardsellhard.com/,10000000,en,"Who is Don Ready? Salesman? Lover? Song Stylist? Semi-professional dolphin trainer? Ready is all of the above - except for a dolphin trainer. When he’s asked to help save an ailing local car dealership from bankruptcy, Ready and his ragtag crew descend on the town of Temecula like a pack of coyotes on a basket full of burgers.",3.352702,14/08/2009,0,90,,5.4,58
Hey Arnold! The Movie,Hey Arnold! The Movie,,0,en,"When a powerful developer named Mr. Scheck wants to knock down all the stores and houses in Arnold's neighborhood to build a huge ""mall-plex"", it looks likes the neighborhood is doomed to disappear. But with the help of a superhero and a mysterious deep-voiced stranger, Arnold and Gerald will need to recover a crucial document in order to save their beloved neighborhood.",5.856363,28/06/2002,0,76,A Big Problem Calls For a Big Head,5.6,62
My Week with Marilyn,My Week with Marilyn,http://myweekwithmarilynmovie.com/,6400000,en,"Sir Laurence Olivier is making a movie in London. Young Colin Clark, an eager film student, wants to be involved and he navigates himself a job on the set. When film star Marilyn Monroe arrives for the start of shooting, all of London is excited to see the blonde bombshell, while Olivier is struggling to meet her many demands and acting ineptness, and Colin is intrigued by her. Colin's intrigue is met when Marilyn invites him into her inner world where she struggles with her fame, her beauty and her desire to be a great actress.",21.006078,17/10/2011,35057696,99,,6.6,406
The Matador,The Matador,,10000000,en,"The life of Danny Wright, a salesman forever on the road, veers into dangerous and surreal territory when he wanders into a Mexican bar and meets a mysterious stranger, Julian, who's very likely a hit man. Their meeting sets off a chain of events that will change their lives forever, as Wright is suddenly thrust into a far-from-mundane existence that he takes to surprisingly well … once he gets acclimated to it.",5.647538,12/05/2005,17297244,96,A hitman and a salesman walk into a bar...,6.2,136
Love Jones,Love Jones,,10000000,en,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friend, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",1.000178,14/03/1997,0,104,Get Together. Fall Apart. Start Over.,8.1,12
The Gift,The Gift,https://www.facebook.com/GIFTmovie,5000000,en,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",27.247013,30/07/2015,58978653,108,Not every gift is welcome.,6.7,1049
End of the Spear,End of the Spear,http://www.endofthespear.com/,0,en,"""End of the Spear"" is the story of Mincayani, a Waodani tribesman from the jungles of Ecuador. When five young missionaries, among them Jim Elliot and Nate Saint, are speared to death by the Waodani in 1956, a series of events unfold to change the lives of not only the slain missionaries' families, but also Mincayani and his people",1.83428,02/12/2005,0,108,,6.1,15
Get Over It,Get Over It,,10000000,en,"When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly.",11.592129,08/03/2001,0,87,"Young, Free And Single. Again.",5.5,75
Office Space,Office Space,,10000000,en,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,18.366362,19/02/1999,12827813,89,Work sucks.,7.4,1050
Drop Dead Gorgeous,Drop Dead Gorgeous,,10000000,en,"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight.",6.736274,23/07/1999,10571408,98,The battle between the good and the bad is bound to get ugly.,6.4,86
Big Eyes,Big Eyes,,10000000,en,"The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",28.570174,24/12/2014,28883511,105,She created it. He sold it. And they bought it.,6.8,1196
Very Bad Things,Very Bad Things,,30000000,en,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",5.671691,11/09/1998,9898412,100,They've been bad. Very bad.,6.2,179
Sleepover,Sleepover,,0,en,"As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs!",5.842299,09/07/2004,0,89,The rules are set. The game is on.,5.3,101
Body Double,Body Double,,10000000,en,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous blonde dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers -- with porn actress Holly Body as his guide.",9.525626,25/10/1984,8801940,114,You can't believe everything you see.,6.4,137
MacGruber,MacGruber,http://iamrogue.com/macgruber/,10000000,en,"Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC.",14.038512,21/05/2010,6110000,90,He's the ultimate tool.,5.1,179
Dirty Pretty Things,Dirty Pretty Things,,0,en,"An urban hotel in London is a gathering and flash point for legal and illegal immigrants attempting to cobble together their lives in a new country. The immigrants include Senay, a Turkish woman, and a Nigerian doctor named Okwe who is working as a night porter at the hotel. The pair discover the hotel is a front for all sorts of clandestine activities. Their only wish is to avoid possible deportation. Okwe becomes more entangled in the goings on when he is called to fix a toilet in one of the rooms. He discovers the plumbing has been clogged by a human heart.",9.177896,05/09/2002,0,97,Every dream has its price.,6.8,131
Movie 43,Movie 43,,6000000,en,"The film is composed of multiple comedy shorts presented through an overarching segment titled ""The Pitch"", in which Charlie Wessler, a mad screenwriter, is attempting to pitch a script to film executive Griffin Schraeder. After revealing several of the stories in his script, Wessler becomes agitated when Schraeder dismisses his outrageous ideas, and he pulls a gun on him and forces him to listen to multiple other stories before making Schraeder consult his manager, Bob Mone, to purchase the film.",35.350303,01/01/2013,32438988,90,The biggest cast ever assembled for the most outrageous comedy ever made.,4.4,797
Over Her Dead Body,Over Her Dead Body,http://www.overherdeadbodymovie.com,10000000,en,"After his fiancée, Kate, dies in an accident on their wedding day, veterinarian Henry grows depressed. To help him move on, his sister has him visit psychic Ashley and gives her Kate's diary. Ashley uses the journal's details to convincingly deliver the fake message that Kate wants Henry to move on. However, Kate's ghost is watching over Ashley and Henry. Furious when they fall for each other, she vows to sabotage their relationship.",12.067921,01/02/2008,0,95,She's passed on... But she's not moving on.,5.3,145
Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,,10000000,en,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",30.863082,22/06/2012,9636289,101,Nice knowing you.,6.3,700
Cedar Rapids,Cedar Rapids,http://www.foxsearchlight.com/cedarrapids/,0,en,A naive Midwesterner insurance salesman travels to a big-city convention in an effort to save the jobs of his co-workers.,10.254807,11/02/2011,6861102,87,Today is the first day... of the rest of his weekend.,5.9,135
American History X,American History X,http://www.historyx.com/,20000000,en,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",73.567232,30/10/1998,23875127,119,Some Legacies Must End.,8.2,3016
The Collection,The Collection,,0,en,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.",16.361743,21/09/2012,6842058,94,Every great collector has a vision.,5.9,289
Teacher's Pet,Teacher's Pet,,10000000,en,"Spot (Lane) is a dog who can talk and read. Posing as a human, he sneaks into school with his master Leonard (Flemming). Educational adventures ensue",1.374409,16/01/2004,0,74,A musical tail about one dog's dream of becoming a boy,5.5,2
The Red Violin,The Red Violin,,18000000,en,"Spans 300 years in the life of one famed musical instrument that winds up in present-day Montreal on the auction block. Crafted by the Italian master Bussotti (Cecchi) in 1681, the red violin derives its unusual color from the human blood mixed into the finish. With this legacy, the violin travels to Austria, England, China, and Canada, leaving both beauty and tragedy in its wake.",6.18869,10/09/1998,9495408,131,,7.3,99
The Straight Story,The Straight Story,,10000000,en,"""The Straight Story"" chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wisconsin, in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle.",15.280261,15/10/1999,0,112,,7.7,306
Deuces Wild,Deuces Wild,http://www.mgm.com/sites/deuceswild/intro/,0,en,"1950s New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York.",0.753481,03/05/2002,0,96,Some lines should never be crossed.,5.5,34
